City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
304,tessalit,0,ML,1571238000,10.0,20.2009,1.014,312.0,2.854
305,eirunepe,66,BR,1571151600,41.0,-6.6603,-69.8737,308.7,0.92
306,kununurra,43,AU,1571464800,11.0,-15.7731,128.7388,314.712,4.687
307,mahibadhoo,100,MV,1571140800,68.0,3.7833,72.9667,302.33,2.764
308,havre,41,US,1571259600,25.0,48.55,-109.6841,292.363,8.251
309,bihoro,0,JP,1571367600,41.0,43.7548,144.1351,284.621,1.282
310,severo-yeniseyskiy,100,RU,1571119200,75.0,60.3725,93.0408,282.67,3.922
311,zabid,14,YE,1571140800,24.0,14.1972,44.5021,296.62,7.143
312,portland,20,US,1571119200,82.0,43.661,-70.2549,286.15,4.83
313,tyulgan,100,RU,1571151600,91.0,52.3405,56.166,284.7,6.629
314,praia,80,BR,1571497200,33.0,-20.2488,-43.8055,307.302,0.841
315,hasaki,100,JP,1571475600,83.0,35.7333,140.8333,298.098,13.421
316,shimabara,0,JP,1571292000,30.0,32.7911,130.3295,299.014,2.835
317,ugoofaaru,29,MV,1571151600,67.0,5.6667,73.0,302.3,1.712
318,lima,1,PE,1571173200,62.0,-12.0622,-77.0366,293.433,4.206
319,khambhat,0,IN,1571130000,31.0,22.3166,72.6244,308.364,3.625
320,pangnirtung,100,CA,1571248800,65.0,66.149,-65.7179,273.6,2.959
321,ojinaga,0,US,1571432400,24.0,29.56,-104.4088,304.975,5.604
322,karoi,0,ZW,1571486400,13.0,-16.8191,29.6837,308.991,1.257
323,bilma,0,NE,1571140800,11.0,18.6929,12.9187,312.11,6.624
324,atherton,0,AU,1571194800,16.0,-17.2675,145.4762,306.433,3.896
325,oda,99,JP,1571367600,67.0,35.1922,132.4996,295.011,1.634
326,iskateley,99,RU,1571130000,81.0,67.6803,53.1512,275.994,4.8
327,praya,33,ID,1571464800,20.0,-8.7054,116.2704,305.702,6.085
328,bertoua,84,CM,1571238000,65.0,4.5777,13.6844,299.7,0.757
329,sfantu gheorghe,17,RO,1571140800,30.0,44.65,26.8333,297.76,2.739
330,hernani,92,ES,1571248800,68.0,43.2662,-1.975,293.3,4.636
331,zapolyarnyy,0,RU,1571130000,79.0,69.4262,30.8199,274.67,0.884
332,port hardy,1,CA,1571518800,68.0,50.6996,-127.4199,283.159,1.406
333,hami,0,CN,1571302800,21.0,42.8354,93.5128,292.819,2.278
334,batemans bay,46,AU,1571119200,38.0,-35.7073,150.1783,297.64,0.474
335,pevek,100,RU,1571356800,85.0,69.7028,170.2747,274.086,3.226
